video_id,detector_score,n_frames,label
Celeb-real__id24_0004__319940dc,0.23158369679003954,32,0
Celeb-real__id25_0009__c9831009,0.6217022212222219,32,0
Celeb-real__id26_0002__03f51103,0.3060140209272504,32,0
Celeb-real__id26_0004__4d0db3c5,0.30739668430760503,32,0
Celeb-real__id26_0007__9c43457d,0.33905049553141,32,0
Celeb-real__id27_0001__85fc2d28,0.2856528419069946,32,0
Celeb-real__id27_0004__62c43eac,0.1748378076008521,32,0
Celeb-real__id27_0005__b30d796c,0.2586991786956787,1,0
Celeb-real__id27_0006__a9948cc9,0.13587288511916995,32,0
Celeb-real__id27_0008__200b2d83,0.161250582896173,32,0
Celeb-real__id28_0002__b550bd30,0.3029915951192379,32,0
Celeb-real__id28_0004__b60ae3e1,0.2537224548868835,32,0
Celeb-real__id29_0001__3bda14e5,0.17343895707745105,32,0
Celeb-real__id29_0004__1dcec6a3,0.25731020607054234,32,0
Celeb-real__id29_0008__ddbaff8c,0.3504369705915451,32,0
Celeb-real__id2_0000__54f346da,0.3652761443518102,32,0
Celeb-real__id2_0001__321e47a9,0.13530466961674392,32,0
Celeb-real__id2_0005__15f721cc,0.3613424487411976,32,0
Celeb-real__id2_0006__329cd2a4,0.11865128786303103,32,0
Celeb-real__id2_0007__f4507907,0.2087356303818524,32,0
Celeb-real__id2_0008__abe8c5ce,0.21132939332164824,32,0
Celeb-real__id30_0000__6120ebff,0.29968463256955147,32,0
Celeb-real__id30_0003__b0860b45,0.04529347241623327,32,0
Celeb-real__id30_0004__2b700a4e,0.20947349583730102,32,0
Celeb-real__id30_0005__d961a547,0.3668480394408107,32,0
Celeb-real__id30_0007__e61c37fd,0.3902431046590209,32,0
Celeb-real__id30_0008__3e5c34d3,0.42292103730142117,32,0
Celeb-real__id31_0000__9d06c28e,0.27167013892903924,32,0
Celeb-real__id31_0001__152f0b5f,0.3721614219248295,32,0
Celeb-real__id31_0002__3d64dd16,0.2477587927132845,32,0
Celeb-real__id31_0004__fd89952f,0.5663339253515005,32,0
Celeb-real__id31_0005__70909ac5,0.23557811323553324,32,0
Celeb-real__id31_0007__af681d95,0.4942099405452609,32,0
Celeb-real__id31_0009__69e62bbe,0.26374698895961046,32,0
Celeb-real__id32_0000__db87de7a,0.2802029422018677,32,0
Celeb-real__id32_0002__3a231191,0.3549172906205058,32,0
Celeb-real__id32_0004__d8bdaf4c,0.1687592153903097,32,0
Celeb-real__id32_0005__021bfb27,0.3185600833967328,32,0
Celeb-real__id32_0006__7ae0b544,0.3612567950040102,32,0
Celeb-real__id33_0000__e5fe8932,0.40067725349217653,32,0
Celeb-real__id33_0003__933ba904,0.3641210151836276,32,0
Celeb-real__id33_0004__3f0b0eb2,0.20129137858748436,32,0
Celeb-real__id34_0003__183925b6,0.46883968729525805,32,0
Celeb-real__id34_0004__7db04b4e,0.6362697845324874,32,0
Celeb-real__id34_0009__cd230554,0.2953152561094612,32,0
Celeb-real__id35_0002__fd247f10,0.2163657860364765,32,0
Celeb-real__id35_0003__0f298638,0.14804583258228377,32,0
Celeb-real__id35_0004__7feab975,0.3233283623121679,32,0
Celeb-real__id36_0002__4ee65740,0.1308487339410931,32,0
Celeb-real__id37_0000__a1988105,0.364220998249948,32,0
Celeb-real__id37_0003__a8a97d1d,0.11916530947200954,32,0
Celeb-real__id37_0004__0ec64f6f,0.28843799280002713,32,0
Celeb-real__id37_0008__7244b78f,0.4541701124981046,32,0
Celeb-real__id38_0001__1d13fa2e,0.48784531373530626,32,0
Celeb-real__id38_0004__56b58de3,0.12019386468455195,32,0
Celeb-real__id38_0006__cb3dde26,0.39850263204425573,32,0
Celeb-real__id38_0007__aa2d5b38,0.22548100689891726,32,0
Celeb-real__id38_0009__995f2d62,0.40157045889645815,32,0
Celeb-real__id39_0002__8d39e660,0.2858764478005469,32,0
Celeb-real__id39_0004__33c35a06,0.33695225697010756,32,0
Celeb-real__id39_0007__d3f57761,0.25924883130937815,32,0
Celeb-real__id3_0001__9ceb5ffd,0.12547557218931615,32,0
Celeb-real__id3_0002__761ecc87,0.15453165007056668,32,0
Celeb-real__id3_0005__7f0fa90a,0.28692850610241294,32,0
Celeb-real__id40_0006__32ec46ab,0.3246201416477561,32,0
Celeb-real__id40_0009__468be181,0.4877586904913187,32,0
Celeb-real__id41_0003__9cf548e2,0.4081678297370672,32,0
Celeb-real__id41_0006__b2c84306,0.14487500907853246,32,0
Celeb-real__id41_0007__0653214a,0.39069978054612875,32,0
Celeb-real__id41_0009__7853942d,0.3300950760021806,32,0
Celeb-real__id42_0000__6168cba3,0.3080178974196315,32,0
Celeb-real__id42_0002__14b1cf34,0.3976029120385647,32,0
Celeb-real__id43_0001__fd0241c3,0.19753262563608587,32,0
Celeb-real__id43_0005__5d8ad40e,0.49577945191413164,32,0
Celeb-real__id43_0006__33432f36,0.27204799093306065,32,0
Celeb-real__id43_0007__b72c39d0,0.4050811994820833,32,0
Celeb-real__id44_0000__e7d85637,0.31967732682824135,32,0
Celeb-real__id44_0004__d999d2a1,0.44275563210248947,32,0
Celeb-real__id44_0005__9170560b,0.4413251420482993,32,0
Celeb-real__id45_0001__9265e652,0.4215657664462924,32,0
Celeb-real__id45_0003__7a35f091,0.48628692515194416,32,0
Celeb-real__id46_0000__93f42a4a,0.4066111082211137,32,0
Celeb-real__id46_0006__27fde28d,0.3531580390408635,32,0
Celeb-real__id46_0008__e5716b99,0.13595739973243326,32,0
Celeb-real__id47_0002__d0fe7065,0.41957427468150854,32,0
Celeb-real__id47_0004__63eceb5b,0.3560718707740307,32,0
Celeb-real__id47_0009__f48e6b0c,0.4172749388962984,32,0
Celeb-real__id48_0000__ec9dda45,0.6677707247436047,32,0
Celeb-real__id48_0001__5275fefb,0.3822067091241479,32,0
Celeb-real__id48_0005__ca92396c,0.322728362865746,32,0
Celeb-real__id48_0007__33f7ab98,0.4881173111498356,32,0
Celeb-real__id49_0000__fad2ccc4,0.39923358894884586,32,0
Celeb-real__id49_0007__fb27a934,0.4506775438785553,32,0
Celeb-real__id49_0008__b1de1618,0.22225223458372056,32,0
Celeb-real__id4_0004__f056bf39,0.34585334174335003,32,0
Celeb-real__id50_0002__47f9542c,0.2813156577758491,32,0
Celeb-real__id50_0004__81ceaea0,0.38797531463205814,32,0
Celeb-real__id50_0005__3870d23c,0.49266319535672665,32,0
Celeb-real__id51_0005__36e6d89e,0.13127802778035402,32,0
Celeb-real__id51_0007__1ca2bba4,0.4611560767516494,32,0
Celeb-real__id52_0003__d335faab,0.272320703137666,32,0
Celeb-real__id53_0003__0ef9b575,0.27309209923259914,32,0
Celeb-real__id53_0004__fef1cbd0,0.2573486273176968,32,0
Celeb-real__id53_0009__c8433547,0.46478082705289125,32,0
Celeb-real__id54_0001__342a1698,0.23817094648256898,32,0
Celeb-real__id54_0002__c9b3819e,0.2303002281114459,32,0
Celeb-real__id54_0004__3e0ab6d0,0.305633841548115,32,0
Celeb-real__id55_0000__9e5c7685,0.3739702729508281,32,0
Celeb-real__id55_0005__d9a183f5,0.3602997772395611,32,0
Celeb-real__id56_0003__06f01a30,0.34732151264324784,32,0
Celeb-real__id56_0006__6cc25ad3,0.33815669268369675,32,0
Celeb-real__id57_0005__49d621d2,0.319500342477113,32,0
Celeb-real__id57_0007__4449523b,0.30955399945378304,32,0
Celeb-real__id57_0008__373f6113,0.34206703677773476,32,0
Celeb-real__id57_0009__d229d131,0.23078207508660853,32,0
Celeb-real__id58_0000__36c33935,0.39517441438511014,32,0
Celeb-real__id58_0001__42cd9f6d,0.1631202856078744,32,0
Celeb-real__id58_0005__438712ba,0.6048312103375793,32,0
Celeb-real__id58_0006__b46dcb57,0.4793254127725959,32,0
Celeb-real__id58_0009__90542e80,0.4500174103304744,32,0
Celeb-real__id59_0002__b5acbbb0,0.32095114467665553,32,0
Celeb-real__id59_0004__f661bba5,0.3571706395596266,32,0
Celeb-real__id59_0006__6eb31efc,0.34013734478503466,32,0
Celeb-real__id59_0008__fca27ab6,0.11023600108455867,32,0
Celeb-real__id5_0001__7446e574,0.2745041875168681,32,0
Celeb-real__id5_0004__a29baf56,0.35990226920694113,32,0
Celeb-real__id5_0008__f6f26281,0.6484569031745195,32,0
Celeb-real__id60_0001__98a7ca86,0.26409540663007647,32,0
Celeb-real__id60_0004__472077b3,0.24257970368489623,32,0
Celeb-real__id60_0009__652454a4,0.3481562165543437,32,0
Celeb-real__id61_0000__5c3a670b,0.2118804813362658,32,0
Celeb-real__id61_0005__3acd5f88,0.8167862091213465,32,0
Celeb-real__id6_0001__fa5a90f3,0.4136189613491297,32,0
Celeb-real__id6_0003__3513f89b,0.36632655560970306,32,0
Celeb-real__id6_0005__fb4ae1c2,0.32921213982626796,32,0
Celeb-real__id6_0006__b6efd1d7,0.1649580413941294,32,0
Celeb-real__id7_0001__a2b1f25f,0.30633179866708815,32,0
Celeb-real__id7_0003__beacd82a,0.12430668223532848,32,0
Celeb-real__id7_0006__2eb27407,0.2939515053294599,32,0
Celeb-real__id7_0009__c7cc4b85,0.15429360792040825,32,0
Celeb-real__id8_0000__bed3475b,0.40389294270426035,32,0
Celeb-real__id8_0006__adb013b8,0.2642370711546391,32,0
Celeb-real__id8_0007__b443b21d,0.4334438815712929,32,0
Celeb-real__id9_0001__a769b7b1,0.26527497777715325,32,0
Celeb-real__id9_0002__cd66e846,0.2936703525483608,32,0
Celeb-real__id9_0004__eb2b28d8,0.22133340407162905,32,0
Celeb-real__id9_0006__70777999,0.34002523217350245,32,0
Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8,0.4743011752143502,32,1
Celeb-synthesis__FaceReenact__DaGAN__id25_id26_0004__752c9c57,0.6246075900271535,32,1
Celeb-synthesis__FaceReenact__DaGAN__id26_id29_0009__24aed516,0.5202589863911271,32,1
Celeb-synthesis__FaceReenact__DaGAN__id2_id26_0008__7db22133,0.04845958075020462,32,1
Celeb-synthesis__FaceReenact__DaGAN__id30_id33_0004__0fef6d27,0.5902069993317127,32,1
Celeb-synthesis__FaceReenact__DaGAN__id33_id29_0004__7682830d,0.4845938850194216,32,1
Celeb-synthesis__FaceReenact__DaGAN__id35_id2_0002__954f1b34,0.39769180584698915,32,1
Celeb-synthesis__FaceReenact__DaGAN__id35_id31_0003__9d413782,0.9046077374368906,32,1
Celeb-synthesis__FaceReenact__DaGAN__id39_id42_0004__a7828426,0.1570641900470946,32,1
Celeb-synthesis__FaceReenact__DaGAN__id39_id46_0000__c4b821a1,0.7448744401335716,32,1
Celeb-synthesis__FaceReenact__DaGAN__id45_id42_0003__02096aab,0.7715623136609793,32,1
Celeb-synthesis__FaceReenact__DaGAN__id45_id43_0006__31d12076,0.6205544834956527,32,1
Celeb-synthesis__FaceReenact__DaGAN__id45_id43_0007__37aa7ea0,0.8070935513824224,32,1
Celeb-synthesis__FaceReenact__DaGAN__id47_id48_0003__317ed9a4,0.19023614993784577,32,1
Celeb-synthesis__FaceReenact__DaGAN__id4_id30_0000__e5f244df,0.8549081976525486,32,1
Celeb-synthesis__FaceReenact__DaGAN__id4_id35_0003__6c161c5c,0.3917275092098862,32,1
Celeb-synthesis__FaceReenact__DaGAN__id52_id49_0006__6d570d42,0.40125210699625313,32,1
Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca,0.5432218932546675,32,1
Celeb-synthesis__FaceReenact__DaGAN__id60_id5_0001__0b9da620,0.10372336307773367,32,1
Celeb-synthesis__FaceReenact__DaGAN__id7_id11_0001__94842ed0,0.5284059615805745,32,1
Celeb-synthesis__FaceReenact__FSRT__id0_id26_0001__3573a8ce,0.5622045579366386,32,1
Celeb-synthesis__FaceReenact__FSRT__id0_id28_0009__d2827330,0.7494920641183853,32,1
Celeb-synthesis__FaceReenact__FSRT__id17_id0_0003__75dcb963,0.6006590300239623,32,1
Celeb-synthesis__FaceReenact__FSRT__id17_id16_0006__978b075e,0.3106011259369552,32,1
Celeb-synthesis__FaceReenact__FSRT__id23_id31_0002__4e62bc1c,0.523040191270411,32,1
Celeb-synthesis__FaceReenact__FSRT__id25_id26_0004__12d93b6b,0.6765393558889627,32,1
Celeb-synthesis__FaceReenact__FSRT__id29_id26_0003__632a645f,0.6283225016668439,32,1
Celeb-synthesis__FaceReenact__FSRT__id31_id29_0000__54a64076,0.6351291155442595,32,1
Celeb-synthesis__FaceReenact__FSRT__id31_id33_0009__4c61856d,0.7452785084024072,32,1
Celeb-synthesis__FaceReenact__FSRT__id35_id30_0003__e8262f62,0.9461192321032286,32,1
Celeb-synthesis__FaceReenact__FSRT__id37_id32_0004__845efdbf,0.48419843590818346,32,1
Celeb-synthesis__FaceReenact__FSRT__id37_id34_0003__b354740c,0.3492452446371317,32,1
Celeb-synthesis__FaceReenact__FSRT__id37_id35_0007__a7eb7a78,0.7621262157335877,32,1
Celeb-synthesis__FaceReenact__FSRT__id3_id37_0008__fa2d74cb,0.09034179648733698,32,1
Celeb-synthesis__FaceReenact__FSRT__id43_id48_0001__84733427,0.9135642126202583,32,1
Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6,0.9234734978526831,32,1
Celeb-synthesis__FaceReenact__FSRT__id54_id56_0002__3a49963f,0.795873312279582,32,1
Celeb-synthesis__FaceReenact__FSRT__id9_id21_0001__c5b28789,0.8480711448937654,32,1
Celeb-synthesis__FaceReenact__FSRT__id9_id31_0002__d6aa73f4,0.8075016047805548,32,1
Celeb-synthesis__FaceReenact__HyperReenact__id19_id23_0009__210ba216,0.7262112299601237,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id20_id25_0000__049848e5,0.8142035887354896,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id20_id25_0002__937fed2b,0.9048236636888414,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c,0.45326144496599835,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id22_id25_0003__4a6800d3,0.790780844432967,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id23_id30_0003__e075b4e5,0.3735425280673163,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id28_id29_0000__f1cf9676,0.8034697061493283,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id28_id31_0008__a9edd872,0.6107604624260039,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id30_id29_0003__fc360a68,0.8206651622340793,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id31_id23_0000__219b842f,0.5696525133791424,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id31_id34_0002__5f102455,0.7841028422117233,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id32_id31_0008__1678a1bf,0.2587843941790717,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id32_id37_0005__bb52fb8b,0.4541691318154335,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id37_id38_0000__58851390,0.859428726491474,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id45_id41_0005__fe7974d5,0.7829184248333886,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id4_id2_0004__d1a077c0,0.8735442189943223,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385,0.7505298044000354,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id51_id57_0000__65c5f5dd,0.3895025373924346,21,1
Celeb-synthesis__FaceReenact__HyperReenact__id58_id55_0007__3de1c320,0.8409278832730793,21,1
Celeb-synthesis__FaceReenact__LIA__id16_id1_0000__72abce34,0.4833411783911288,32,1
Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7,0.7106270436197519,32,1
Celeb-synthesis__FaceReenact__LIA__id19_id23_0004__128b77dc,0.21284472019899459,21,1
Celeb-synthesis__FaceReenact__LIA__id1_id0_0009__bf3b87a6,0.36397564096440527,29,1
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98,0.5735187899554148,32,1
Celeb-synthesis__FaceReenact__LIA__id21_id19_0009__c57838b7,0.7549844849854708,32,1
Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a,0.5617265766486526,32,1
Celeb-synthesis__FaceReenact__LIA__id26_id25_0008__cc2acd62,0.8530519884079695,32,1
Celeb-synthesis__FaceReenact__LIA__id33_id23_0008__9b36ffcc,0.39401787519454956,32,1
Celeb-synthesis__FaceReenact__LIA__id37_id30_0006__1f21bab0,0.3834173227660358,32,1
Celeb-synthesis__FaceReenact__LIA__id37_id3_0002__1980f13d,0.6753204907290637,32,1
Celeb-synthesis__FaceReenact__LIA__id45_id42_0004__3cfc49a9,0.7156460136175156,32,1
Celeb-synthesis__FaceReenact__LIA__id47_id41_0001__675b4aa1,0.9333473835140467,32,1
Celeb-synthesis__FaceReenact__LIA__id48_id46_0005__6059abc8,0.47059184475801885,32,1
Celeb-synthesis__FaceReenact__LIA__id4_id20_0002__48cda071,0.842511270017851,21,1
Celeb-synthesis__FaceReenact__LIA__id53_id54_0000__1524173c,0.9529684707522392,32,1
Celeb-synthesis__FaceReenact__LIA__id57_id58_0002__84f449e3,0.4455049461685121,32,1
Celeb-synthesis__FaceReenact__LIA__id61_id59_0002__c790fdd0,0.19633900866444623,28,1
Celeb-synthesis__FaceReenact__LIA__id9_id4_0000__a11b6c51,0.5657349149696529,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id10_id13_0008__6efc05f1,0.22029141942039132,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id17_id1_0000__cd456b21,0.34492224268615246,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id17_id3_0006__270800bb,0.340883388184011,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id19_id21_0007__427ee4ef,0.201100068166852,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id19_id26_0006__4517e423,0.2461012899875641,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id1_id9_0006__392823df,0.12212658079806715,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id20_id24_0005__01977817,0.21700624004006386,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id20_id29_0000__4d58636d,0.18654195358976722,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id28_id32_0002__3c4dde03,0.33470465149730444,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id32_id23_0002__2f2d89a9,0.3989937985315919,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id32_id30_0003__e4e378ea,0.3361974097788334,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id35_id9_0007__2b002193,0.4324045227840543,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id37_id17_0007__38f66beb,0.3576938547194004,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id38_id26_0007__5d32e7a3,0.11232404771726578,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id40_id43_0005__289e22a3,0.2829351988621056,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id46_id39_0005__080a8282,0.6270852778106928,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id47_id41_0002__b7a4d96a,0.37911597080528736,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id47_id45_0002__e3063282,0.4084651190787554,32,1
Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304,0.2680771960876882,32,1
Celeb-synthesis__FaceReenact__MCNET__id16_id6_0009__448519b4,0.4391873823478818,32,1
Celeb-synthesis__FaceReenact__MCNET__id1_id26_0009__f4350343,0.17672719090478495,32,1
Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11,0.4093049403745681,32,1
Celeb-synthesis__FaceReenact__MCNET__id23_id35_0006__7782fba1,0.6106529776006937,32,1
Celeb-synthesis__FaceReenact__MCNET__id26_id37_0001__73dbc31f,0.9658468339754187,23,1
Celeb-synthesis__FaceReenact__MCNET__id27_id28_0006__b576b163,0.8101102593354881,32,1
Celeb-synthesis__FaceReenact__MCNET__id28_id23_0006__111e9069,0.623175464104861,32,1
Celeb-synthesis__FaceReenact__MCNET__id2_id17_0004__349174ae,0.5049821399152279,32,1
Celeb-synthesis__FaceReenact__MCNET__id33_id31_0006__d3b368c7,0.30317659623688087,32,1
Celeb-synthesis__FaceReenact__MCNET__id35_id32_0006__a525f209,0.42726750089786947,32,1
Celeb-synthesis__FaceReenact__MCNET__id38_id35_0005__93b58f1b,0.6401132922619581,32,1
Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896,0.4985933236312121,32,1
Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16,0.8584787715226412,32,1
Celeb-synthesis__FaceReenact__MCNET__id45_id46_0007__64615aec,0.9592645684878032,30,1
Celeb-synthesis__FaceReenact__MCNET__id45_id47_0003__558ccc79,0.9009340200573206,32,1
Celeb-synthesis__FaceReenact__MCNET__id4_id35_0004__7ea18215,0.24574953108094633,32,1
Celeb-synthesis__FaceReenact__MCNET__id54_id52_0003__6e6f12a1,0.6237519904971123,32,1
Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084,0.7030191347002983,32,1
Celeb-synthesis__FaceReenact__MCNET__id56_id58_0001__10f6feba,0.9309294242411852,32,1
Celeb-synthesis__FaceReenact__TPSMM__id13_id7_0001__ebd49e18,0.8349153473973274,32,1
Celeb-synthesis__FaceReenact__TPSMM__id16_id2_0009__58d0cabe,0.33105152999532633,29,1
Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7,0.7903261817991734,32,1
Celeb-synthesis__FaceReenact__TPSMM__id21_id4_0005__de7b74d0,0.6321359598077834,32,1
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575,0.8719607256352901,32,1
Celeb-synthesis__FaceReenact__TPSMM__id26_id37_0000__2ef54d8a,0.14694514020811766,32,1
Celeb-synthesis__FaceReenact__TPSMM__id28_id32_0002__880ef5c7,0.8194037303328514,32,1
Celeb-synthesis__FaceReenact__TPSMM__id28_id9_0000__94ef95bd,0.8556745545938611,32,1
Celeb-synthesis__FaceReenact__TPSMM__id2_id4_0009__ce5e7cbc,0.3445768370293081,32,1
Celeb-synthesis__FaceReenact__TPSMM__id33_id21_0005__cb3ccadf,0.4792053766016449,28,1
Celeb-synthesis__FaceReenact__TPSMM__id34_id37_0003__351fba12,0.6454692504235676,21,1
Celeb-synthesis__FaceReenact__TPSMM__id37_id2_0006__88d6aa87,0.6308290222659707,32,1
Celeb-synthesis__FaceReenact__TPSMM__id44_id48_0001__04ab7d66,0.8710277359932661,32,1
Celeb-synthesis__FaceReenact__TPSMM__id48_id45_0003__03629a1f,0.7192235859110951,32,1
Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4,0.6995164258405566,32,1
Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2,0.564666994381696,32,1
Celeb-synthesis__FaceReenact__TPSMM__id55_id50_0003__fa2057e7,0.9478567969053984,32,1
Celeb-synthesis__FaceReenact__TPSMM__id6_id0_0006__549c053c,0.648464621976018,32,1
Celeb-synthesis__FaceReenact__TPSMM__id6_id16_0008__e3fd3bd2,0.5841313590062782,32,1
Celeb-synthesis__FaceSwap__BlendFace__id21_id33_0007__531793ba,0.42332614958286285,32,1
Celeb-synthesis__FaceSwap__BlendFace__id21_id38_0006__06b34f34,0.3210481437854469,32,1
Celeb-synthesis__FaceSwap__BlendFace__id24_id19_0000__d3b9420c,0.3880994785577059,32,1
Celeb-synthesis__FaceSwap__BlendFace__id27_id26_0008__d82021e1,0.19569872494321316,32,1
Celeb-synthesis__FaceSwap__BlendFace__id27_id28_0009__3b5ef7e1,0.2938609002158046,32,1
Celeb-synthesis__FaceSwap__BlendFace__id28_id32_0002__520212f0,0.34481551870703697,32,1
Celeb-synthesis__FaceSwap__BlendFace__id30_id20_0008__a536219c,0.4439949542284012,32,1
Celeb-synthesis__FaceSwap__BlendFace__id31_id38_0000__f389894a,0.38818522403016686,32,1
Celeb-synthesis__FaceSwap__BlendFace__id34_id29_0005__63148c5f,0.42508242186158895,32,1
Celeb-synthesis__FaceSwap__BlendFace__id49_id51_0003__56b466c2,0.34485147800296545,32,1
Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0,0.3629076909273863,32,1
Celeb-synthesis__FaceSwap__BlendFace__id51_id58_0008__bd39a11f,0.2758794417604804,32,1
Celeb-synthesis__FaceSwap__BlendFace__id57_id51_0006__7d2990d8,0.3916748398914933,32,1
