frame_path,detector_score,label,video_id
Celeb-synthesis__FaceReenact__FSRT__id37_id34_0003__b354740c/frame_000008.jpg,0.24695464968681335,1,Celeb-synthesis__FaceReenact__FSRT__id37_id34_0003__b354740c
Celeb-real__id38_0001__1d13fa2e/frame_000018.jpg,0.48564183712005615,0,Celeb-real__id38_0001__1d13fa2e
Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385/frame_000016.jpg,0.5063303112983704,1,Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385
Celeb-synthesis__TalkingFace__Real3DPortrait__id33_0006_test_id05714_wFGNufaMbDY__9a10a718/frame_000020.jpg,0.3686176836490631,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id33_0006_test_id05714_wFGNufaMbDY__9a10a718
Celeb-synthesis__FaceReenact__FSRT__id29_id26_0003__632a645f/frame_000006.jpg,0.6311667561531067,1,Celeb-synthesis__FaceReenact__FSRT__id29_id26_0003__632a645f
Celeb-real__id7_0003__beacd82a/frame_000024.jpg,0.10866382718086243,0,Celeb-real__id7_0003__beacd82a
Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574/frame_000003.jpg,0.8767889142036438,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574
Celeb-synthesis__FaceReenact__FSRT__id37_id35_0007__a7eb7a78/frame_000021.jpg,0.6670771241188049,1,Celeb-synthesis__FaceReenact__FSRT__id37_id35_0007__a7eb7a78
YouTube-real__00100__28471f0d/frame_000013.jpg,0.35938823223114014,0,YouTube-real__00100__28471f0d
Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304/frame_000015.jpg,0.2805296778678894,1,Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304
YouTube-real__00131__070a3ab1/frame_000026.jpg,0.21365046501159668,0,YouTube-real__00131__070a3ab1
Celeb-synthesis__TalkingFace__Real3DPortrait__id40_0002_test_id08392_3e5zvNaT-eU__b5053e0f/frame_000011.jpg,0.8788992166519165,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id40_0002_test_id08392_3e5zvNaT-eU__b5053e0f
Celeb-synthesis__FaceReenact__FSRT__id3_id37_0008__fa2d74cb/frame_000006.jpg,0.07090160995721817,1,Celeb-synthesis__FaceReenact__FSRT__id3_id37_0008__fa2d74cb
YouTube-real__00193__244ee452/frame_000001.jpg,0.5090809464454651,0,YouTube-real__00193__244ee452
Celeb-synthesis__TalkingFace__FLOAT__id48_0004_test_id08696_Hd5ulx7ZfO0__c1351bc3/frame_000029.jpg,0.2987281382083893,1,Celeb-synthesis__TalkingFace__FLOAT__id48_0004_test_id08696_Hd5ulx7ZfO0__c1351bc3
Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a/frame_000031.jpg,0.6355649828910828,1,Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a
Celeb-real__id58_0009__90542e80/frame_000006.jpg,0.4214238226413727,0,Celeb-real__id58_0009__90542e80
Celeb-real__id50_0005__3870d23c/frame_000020.jpg,0.5180818438529968,0,Celeb-real__id50_0005__3870d23c
Celeb-synthesis__FaceReenact__LIA__id47_id41_0001__675b4aa1/frame_000008.jpg,0.9956165552139282,1,Celeb-synthesis__FaceReenact__LIA__id47_id41_0001__675b4aa1
YouTube-real__00240__656faf6d/frame_000021.jpg,0.2725771367549896,0,YouTube-real__00240__656faf6d
Celeb-real__id31_0000__9d06c28e/frame_000014.jpg,0.23251868784427643,0,Celeb-real__id31_0000__9d06c28e
YouTube-real__00112__99abea57/frame_000010.jpg,0.42103028297424316,0,YouTube-real__00112__99abea57
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306/frame_000022.jpg,0.7753101587295532,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306
Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7/frame_000020.jpg,0.7194137573242188,1,Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7
Celeb-synthesis__TalkingFace__EchoMimic__id21_0002_test_id03524_cxnnKLQYemo__332d8a6d/frame_000014.jpg,0.3846937119960785,1,Celeb-synthesis__TalkingFace__EchoMimic__id21_0002_test_id03524_cxnnKLQYemo__332d8a6d
YouTube-real__00202__8d69b06d/frame_000007.jpg,0.706140398979187,0,YouTube-real__00202__8d69b06d
Celeb-synthesis__TalkingFace__AniTalker__id11_0003_test_id02725_37kUrf6RJdw__794ba055/frame_000007.jpg,0.9599756598472595,1,Celeb-synthesis__TalkingFace__AniTalker__id11_0003_test_id02725_37kUrf6RJdw__794ba055
Celeb-real__id36_0002__4ee65740/frame_000015.jpg,0.08359359204769135,0,Celeb-real__id36_0002__4ee65740
YouTube-real__00236__c5c3da48/frame_000013.jpg,0.468919038772583,0,YouTube-real__00236__c5c3da48
Celeb-synthesis__FaceReenact__MCNET__id4_id35_0004__7ea18215/frame_000006.jpg,0.15185202658176422,1,Celeb-synthesis__FaceReenact__MCNET__id4_id35_0004__7ea18215
Celeb-synthesis__FaceReenact__FSRT__id3_id37_0008__fa2d74cb/frame_000016.jpg,0.1466868668794632,1,Celeb-synthesis__FaceReenact__FSRT__id3_id37_0008__fa2d74cb
YouTube-real__00011__75a0cff7/frame_000022.jpg,0.4209660291671753,0,YouTube-real__00011__75a0cff7
Celeb-synthesis__TalkingFace__AniTalker__id40_0007_test_id03382_yg4PLo7dVmk__c09f3bb2/frame_000017.jpg,0.9027279019355774,1,Celeb-synthesis__TalkingFace__AniTalker__id40_0007_test_id03382_yg4PLo7dVmk__c09f3bb2
Celeb-real__id37_0004__0ec64f6f/frame_000008.jpg,0.34496593475341797,0,Celeb-real__id37_0004__0ec64f6f
Celeb-synthesis__TalkingFace__SadTalker__id52_0001_test_id05999_nDjFzNd5qNQ__09ca3e40/frame_000011.jpg,0.3666927218437195,1,Celeb-synthesis__TalkingFace__SadTalker__id52_0001_test_id05999_nDjFzNd5qNQ__09ca3e40
Celeb-real__id0_0002__9e73ac85/frame_000004.jpg,0.15314289927482605,0,Celeb-real__id0_0002__9e73ac85
Celeb-synthesis__TalkingFace__AniTalker__id12_0004_test_id01066_65k0p7fUBVI__ed984723/frame_000008.jpg,0.5215468406677246,1,Celeb-synthesis__TalkingFace__AniTalker__id12_0004_test_id01066_65k0p7fUBVI__ed984723
YouTube-real__00108__70cd3b50/frame_000002.jpg,0.40958288311958313,0,YouTube-real__00108__70cd3b50
Celeb-synthesis__TalkingFace__AniTalker__id12_0004_test_id01066_65k0p7fUBVI__ed984723/frame_000001.jpg,0.6940749883651733,1,Celeb-synthesis__TalkingFace__AniTalker__id12_0004_test_id01066_65k0p7fUBVI__ed984723
Celeb-synthesis__TalkingFace__Real3DPortrait__id7_0000_test_id04119_CACsuwm13iI__94d25b36/frame_000004.jpg,0.8821112513542175,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id7_0000_test_id04119_CACsuwm13iI__94d25b36
Celeb-synthesis__TalkingFace__EchoMimic__id21_0006_test_id04295_zjlNcdVhso4__66c7901c/frame_000010.jpg,0.5458489060401917,1,Celeb-synthesis__TalkingFace__EchoMimic__id21_0006_test_id04295_zjlNcdVhso4__66c7901c
Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id23_0003__256fee80/frame_000003.jpg,0.026999471709132195,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id23_0003__256fee80
Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15/frame_000019.jpg,0.17940953373908997,1,Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15
Celeb-synthesis__TalkingFace__EDTalk__id35_0008_test_id04656_6N_AmGKcdZo__9449d5b6/frame_000015.jpg,0.8593874573707581,1,Celeb-synthesis__TalkingFace__EDTalk__id35_0008_test_id04656_6N_AmGKcdZo__9449d5b6
Celeb-synthesis__FaceSwap__InSwapper__id35_id32_0001__6b44d973/frame_000022.jpg,0.3952951431274414,1,Celeb-synthesis__FaceSwap__InSwapper__id35_id32_0001__6b44d973
Celeb-synthesis__FaceSwap__GHOST__id11_id7_0003__926b1646/frame_000008.jpg,0.38364148139953613,1,Celeb-synthesis__FaceSwap__GHOST__id11_id7_0003__926b1646
Celeb-real__id58_0009__90542e80/frame_000003.jpg,0.46902456879615784,0,Celeb-real__id58_0009__90542e80
Celeb-synthesis__TalkingFace__EchoMimic__id5_0000_test_id03127_mn_mOy6f4bg__740f923f/frame_000007.jpg,0.8641304969787598,1,Celeb-synthesis__TalkingFace__EchoMimic__id5_0000_test_id03127_mn_mOy6f4bg__740f923f
Celeb-synthesis__FaceSwap__GHOST__id30_id16_0009__e4233413/frame_000008.jpg,0.4063006341457367,1,Celeb-synthesis__FaceSwap__GHOST__id30_id16_0009__e4233413
Celeb-real__id50_0002__47f9542c/frame_000028.jpg,0.23045030236244202,0,Celeb-real__id50_0002__47f9542c
Celeb-synthesis__TalkingFace__FLOAT__id2_0004_test_id05015_cveAkY4KXUk__953b3197/frame_000000.jpg,0.7370249032974243,1,Celeb-synthesis__TalkingFace__FLOAT__id2_0004_test_id05015_cveAkY4KXUk__953b3197
Celeb-real__id61_0005__3acd5f88/frame_000023.jpg,0.7613306045532227,0,Celeb-real__id61_0005__3acd5f88
Celeb-synthesis__FaceReenact__LivePortrait__id28_id32_0002__3c4dde03/frame_000026.jpg,0.38068899512290955,1,Celeb-synthesis__FaceReenact__LivePortrait__id28_id32_0002__3c4dde03
Celeb-synthesis__FaceReenact__TPSMM__id28_id9_0000__94ef95bd/frame_000027.jpg,0.9086684584617615,1,Celeb-synthesis__FaceReenact__TPSMM__id28_id9_0000__94ef95bd
Celeb-synthesis__FaceReenact__TPSMM__id13_id7_0001__ebd49e18/frame_000030.jpg,0.7075421214103699,1,Celeb-synthesis__FaceReenact__TPSMM__id13_id7_0001__ebd49e18
Celeb-real__id30_0000__6120ebff/frame_000012.jpg,0.3555009663105011,0,Celeb-real__id30_0000__6120ebff
Celeb-synthesis__FaceReenact__LIA__id37_id30_0006__1f21bab0/frame_000010.jpg,0.2572779357433319,1,Celeb-synthesis__FaceReenact__LIA__id37_id30_0006__1f21bab0
Celeb-real__id31_0001__152f0b5f/frame_000016.jpg,0.41927289962768555,0,Celeb-real__id31_0001__152f0b5f
Celeb-synthesis__FaceSwap__HifiFace__id28_id29_0003__baa15d76/frame_000031.jpg,0.15273626148700714,1,Celeb-synthesis__FaceSwap__HifiFace__id28_id29_0003__baa15d76
Celeb-synthesis__FaceReenact__HyperReenact__id28_id29_0000__f1cf9676/frame_000009.jpg,0.9081211090087891,1,Celeb-synthesis__FaceReenact__HyperReenact__id28_id29_0000__f1cf9676
YouTube-real__00030__1b6e47ad/frame_000001.jpg,0.2873384952545166,0,YouTube-real__00030__1b6e47ad
Celeb-synthesis__TalkingFace__AniTalker__id56_0006_test_id07494_HxLolmovgAs__e5e17e7a/frame_000016.jpg,0.9707766175270081,1,Celeb-synthesis__TalkingFace__AniTalker__id56_0006_test_id07494_HxLolmovgAs__e5e17e7a
YouTube-real__00048__4fd889df/frame_000030.jpg,0.2214316427707672,0,YouTube-real__00048__4fd889df
Celeb-synthesis__FaceReenact__DaGAN__id39_id42_0004__a7828426/frame_000007.jpg,0.14425140619277954,1,Celeb-synthesis__FaceReenact__DaGAN__id39_id42_0004__a7828426
Celeb-synthesis__TalkingFace__AniTalker__id16_0004_test_id03524_Lt7XKpDEmh0__ab4f76f6/frame_000019.jpg,0.36541134119033813,1,Celeb-synthesis__TalkingFace__AniTalker__id16_0004_test_id03524_Lt7XKpDEmh0__ab4f76f6
Celeb-synthesis__TalkingFace__Real3DPortrait__id38_0000_test_id06811_iZWKAx9tmkk__eeab3496/frame_000003.jpg,0.8604768514633179,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id38_0000_test_id06811_iZWKAx9tmkk__eeab3496
YouTube-real__00287__fc4b8832/frame_000015.jpg,0.18000933527946472,0,YouTube-real__00287__fc4b8832
YouTube-real__00074__c26b8ab8/frame_000013.jpg,0.13731710612773895,0,YouTube-real__00074__c26b8ab8
YouTube-real__00060__7b2828f1/frame_000001.jpg,0.22237098217010498,0,YouTube-real__00060__7b2828f1
Celeb-real__id38_0009__995f2d62/frame_000019.jpg,0.3821304440498352,0,Celeb-real__id38_0009__995f2d62
Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574/frame_000012.jpg,0.6511180400848389,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574
Celeb-real__id12_0001__49a98782/frame_000030.jpg,0.14660383760929108,0,Celeb-real__id12_0001__49a98782
Celeb-synthesis__TalkingFace__EchoMimic__id2_0001_test_id04656_Bi7kCsbg5L0__48cd039f/frame_000017.jpg,0.8111536502838135,1,Celeb-synthesis__TalkingFace__EchoMimic__id2_0001_test_id04656_Bi7kCsbg5L0__48cd039f
Celeb-synthesis__FaceReenact__MCNET__id1_id26_0009__f4350343/frame_000028.jpg,0.3683059811592102,1,Celeb-synthesis__FaceReenact__MCNET__id1_id26_0009__f4350343
Celeb-synthesis__TalkingFace__IP_LAP__id4_0001_test_id03030_tAA7AHbEteI__4bd75861/frame_000031.jpg,0.7538163065910339,1,Celeb-synthesis__TalkingFace__IP_LAP__id4_0001_test_id03030_tAA7AHbEteI__4bd75861
Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11/frame_000011.jpg,0.416765958070755,1,Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11
Celeb-synthesis__FaceSwap__InSwapper__id0_id3_0001__007dbeac/frame_000030.jpg,0.3592706620693207,1,Celeb-synthesis__FaceSwap__InSwapper__id0_id3_0001__007dbeac
Celeb-real__id59_0004__f661bba5/frame_000023.jpg,0.4230950176715851,0,Celeb-real__id59_0004__f661bba5
YouTube-real__00115__5ebb8093/frame_000024.jpg,0.2812272906303406,0,YouTube-real__00115__5ebb8093
YouTube-real__00017__c305fbef/frame_000025.jpg,0.48332446813583374,0,YouTube-real__00017__c305fbef
YouTube-real__00048__4fd889df/frame_000012.jpg,0.34350061416625977,0,YouTube-real__00048__4fd889df
Celeb-synthesis__TalkingFace__SadTalker__id19_0007_test_id01822_wV0Fl0ZN7Vg__395158c2/frame_000020.jpg,0.9142275452613831,1,Celeb-synthesis__TalkingFace__SadTalker__id19_0007_test_id01822_wV0Fl0ZN7Vg__395158c2
Celeb-synthesis__FaceReenact__TPSMM__id33_id21_0005__cb3ccadf/frame_000027.jpg,0.8184420466423035,1,Celeb-synthesis__FaceReenact__TPSMM__id33_id21_0005__cb3ccadf
Celeb-synthesis__FaceReenact__DaGAN__id30_id33_0004__0fef6d27/frame_000029.jpg,0.4095861315727234,1,Celeb-synthesis__FaceReenact__DaGAN__id30_id33_0004__0fef6d27
YouTube-real__00203__13a46be8/frame_000011.jpg,0.4270072877407074,0,YouTube-real__00203__13a46be8
YouTube-real__00133__a93670e2/frame_000015.jpg,0.3626572787761688,0,YouTube-real__00133__a93670e2
Celeb-real__id22_0009__54037f2f/frame_000018.jpg,0.39509904384613037,0,Celeb-real__id22_0009__54037f2f
Celeb-real__id29_0001__3bda14e5/frame_000016.jpg,0.042255911976099014,0,Celeb-real__id29_0001__3bda14e5
Celeb-synthesis__FaceSwap__HifiFace__id53_id58_0004__61dde1e5/frame_000002.jpg,0.2046957165002823,1,Celeb-synthesis__FaceSwap__HifiFace__id53_id58_0004__61dde1e5
Celeb-real__id39_0004__33c35a06/frame_000024.jpg,0.4163036346435547,0,Celeb-real__id39_0004__33c35a06
YouTube-real__00199__6d337691/frame_000020.jpg,0.219046950340271,0,YouTube-real__00199__6d337691
Celeb-real__id16_0004__f6ba18ad/frame_000023.jpg,0.4762459993362427,0,Celeb-real__id16_0004__f6ba18ad
Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0/frame_000011.jpg,0.3348104655742645,1,Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0
Celeb-synthesis__TalkingFace__EchoMimic__id48_0002_test_id04656_jPpleSW9BCY__4cf1cf35/frame_000005.jpg,0.9289885759353638,1,Celeb-synthesis__TalkingFace__EchoMimic__id48_0002_test_id04656_jPpleSW9BCY__4cf1cf35
Celeb-synthesis__FaceReenact__FSRT__id23_id31_0002__4e62bc1c/frame_000009.jpg,0.368839830160141,1,Celeb-synthesis__FaceReenact__FSRT__id23_id31_0002__4e62bc1c
Celeb-real__id48_0005__ca92396c/frame_000005.jpg,0.28945687413215637,0,Celeb-real__id48_0005__ca92396c
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id6_id1_0009__996167d1/frame_000019.jpg,0.19372454285621643,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id6_id1_0009__996167d1
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98/frame_000000.jpg,0.049100469797849655,1,Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98
Celeb-synthesis__FaceSwap__GHOST__id30_id16_0009__e4233413/frame_000029.jpg,0.4016721844673157,1,Celeb-synthesis__FaceSwap__GHOST__id30_id16_0009__e4233413
YouTube-real__00068__86a893bb/frame_000023.jpg,0.49069252610206604,0,YouTube-real__00068__86a893bb
Celeb-real__id54_0001__342a1698/frame_000001.jpg,0.37693682312965393,0,Celeb-real__id54_0001__342a1698
Celeb-synthesis__FaceReenact__HyperReenact__id4_id2_0004__d1a077c0/frame_000011.jpg,0.9520073533058167,1,Celeb-synthesis__FaceReenact__HyperReenact__id4_id2_0004__d1a077c0
